"Citation: Graham, J.L., Rosen, B.H., Dubrovsky, N.M., Loftin, K.A., and Stelzer, E.A., 2021, Phytoplankton data for samples collected at eleven large river sites throughout the United States, June through October 2018: U.S. Geological Survey data release, https://doi.org/10.5066/P9N4Q9HG.",,,,,,,,,,,,,,,,
USGS Station ID,USGS Station Name,Sample Date,Sample Time,Initial Volume (mL),Final Volume (mL),Sample Weight Counted (grams),Number of strips counted,Volume per strip (mL),Raw volume counted (mL),Concentration factor,Tally (natural units),Raw cell count (cells),Division,Taxa,Natural units per mL,Cells per mL
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,1,2,Bacillariophyta,Melosira cf.,2.37,4.74
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,5,5,Bacillariophyta,Melosira varian,11.85,11.85
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,2,2,Bacillariophyta,Navicula,4.74,4.74
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,3,3,Bacillariophyta,Nitzschia,7.11,7.11
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,2,2,Bacillariophyta,Ulnaria,4.74,4.74
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,1,1,Chlorophyta,Ankistrodesmus/Monoraphidium/ Selenastrum,2.37,2.37
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,1,1,Chlorophyta,Cosmarium,2.37,2.37
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,1,4,Chlorophyta,Desmodesmus,2.37,9.48
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,2,8,Chlorophyta,Scenedesmus,4.74,18.96
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,187,187,Chlorophyta,Spermatozopsis,443.18,443.18
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,4,4,Chlorophyta,Unicells,9.48,9.48
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,2,2,Chlorophyta,"Unidentified, 2-flagella",4.74,4.74
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,132,132,Cryptophyta,Cryptomonads,312.83,312.83
01184000,"Connecticut River at Thompsonville, CT",7/11/2018,11:00,440,10,0.0097,40.59,0.0002390,0.0097,43.5,2,2,Pyrrophyta,Peridinium,4.74,4.74
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,8,8,Bacillariophyta,Achnanthes,20.00,20.00
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,1,1,Bacillariophyta,Cyclotella,2.50,2.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,9,9,Bacillariophyta,Eunotia,22.50,22.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,1,1,Bacillariophyta,Hantzschia,2.50,2.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,3,5,Bacillariophyta,Melosira varian,7.50,12.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,2,2,Bacillariophyta,Navicula,5.00,5.00
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,5,5,Bacillariophyta,Nitzschia,12.50,12.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,3,3,Bacillariophyta,Ulnaria,7.50,7.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,1,1,Chlorophyta,Chlamydomonas cf.,2.50,2.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,1,16,Chlorophyta,Eudorina,2.50,40.00
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,1,1,Chlorophyta,Spermatozopsis,2.50,2.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,5,5,Chrysophyta,Dinobryon,12.50,12.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:40,405,10,0.0100,40.59,0.0002464,0.0100,40.0,13,13,Cryptophyta,Cryptomonads,32.50,32.50
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,3,3,Bacillariophyta,Achnanthes,7.28,7.28
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,1,1,Bacillariophyta,Caloneis lewisii,2.43,2.43
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,1,1,Bacillariophyta,Diatoma,2.43,2.43
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,8,8,Bacillariophyta,Eunotia,19.42,19.42
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,4,10,Bacillariophyta,Melosira varian,9.71,24.27
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,5,5,Bacillariophyta,Navicula,12.14,12.14
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,6,6,Bacillariophyta,Nitzschia spp.,14.56,14.56
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,2,2,Bacillariophyta,Pinnularia,4.85,4.85
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,1,1,Bacillariophyta,Synedra,2.43,2.43
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,4,4,Bacillariophyta,Ulnaria,9.71,9.71
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,2,2,Chlorophyta,Ankistrodesmus/Monoraphidium/ Selenastrum,4.85,4.85
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,1,32,Chlorophyta,Dictyosphaerium,2.43,77.68
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,2,2,Chlorophyta,Spermatozopsis,4.85,4.85
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,1,1,Chlorophyta,"Unidentified, 2-flagella",2.43,2.43
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,14,14,Cryptophyta,Cryptomonads,33.98,33.98
01184000,"Connecticut River at Thompsonville, CT",7/25/2018,9:41,390,10,0.0107,40.59,0.0002636,0.0107,38.5,1,5,Cyanophyta,Komvophoron,2.43,12.14
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,1,Bacillariophyta,Achnanthes,2.64,2.64
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,1,Bacillariophyta,Eunotia,2.64,2.64
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,2,Bacillariophyta,Melosira varian,2.64,5.29
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,1,Bacillariophyta,Navicula,2.64,2.64
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,2,2,Bacillariophyta,Nitzschia,5.29,5.29
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,2,2,Bacillariophyta,Ulnaria,5.29,5.29
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,32,Chlorophyta,Dictyosphaerium,2.64,84.57
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,1,Chlorophyta,Golenkinia,2.64,2.64
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,13,13,Cryptophyta,Cryptomonads,34.36,34.36
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,1,Euglenophyta,Euglena,2.64,2.64
01184000,"Connecticut River at Thompsonville, CT",8/8/2018,10:20,445,10,0.0086,40.59,0.0002119,0.0086,44.0,1,1,Euglenophyta,Trachelomonas,2.64,2.64
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,4,4,Bacillariophyta,Achnanthes,8.16,8.16
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,2,2,Bacillariophyta,Amphora,4.08,4.08
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,1,Bacillariophyta,Cyclotella,2.04,2.04
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,2,2,Bacillariophyta,Diatoma,4.08,4.08
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,7,7,Bacillariophyta,Eunotia,14.28,14.28
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,4,6,Bacillariophyta,Melosira varian,8.16,12.24
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,5,5,Bacillariophyta,Navicula,10.20,10.20
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,3,3,Bacillariophyta,Nitzschia,6.12,6.12
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,2,2,Bacillariophyta,Pinnularia,4.08,4.08
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,1,Bacillariophyta,Stephanodiscus,2.04,2.04
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,1,Bacillariophyta,Tryblionella,2.04,2.04
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,1,Bacillariophyta,Ulnaria,2.04,2.04
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,1,Chlorophyta,Spermatozopsis,2.04,2.04
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,18,18,Cryptophyta,Cryptomonads,36.72,36.72
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,2,135,Cyanophyta,Microcystis wessenbergii,4.08,275.40
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,6,Cyanophyta,Pseudanabaena,2.04,12.24
01184000,"Connecticut River at Thompsonville, CT",8/22/2018,10:00,435,10,0.0114,40.59,0.0002809,0.0114,43.0,1,1,Pyrrophyta,Ceratium,2.04,2.04
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,2,2,Bacillariophyta,Amphora,4.25,4.25
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,1,1,Bacillariophyta,Cyclotella,2.12,2.12
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,5,5,Bacillariophyta,Eunotia,10.62,10.62
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,3,3,Bacillariophyta,Navicula,6.37,6.37
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,4,4,Bacillariophyta,Nitzschia,8.50,8.50
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,18,18,Chlorophyta,Spermatozopsis,38.23,38.23
01184000,"Connecticut River at Thompsonville, CT",9/5/2018,9:40,445,10,0.0107,40.59,0.0002636,0.0107,44.0,188,188,Cryptophyta,Cryptomonads,399.32,399.32
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,2,2,Bacillariophyta,Amphora,5.00,5.00
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,9,9,Bacillariophyta,Eunotia,22.51,22.51
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,2,2,Bacillariophyta,Navicula,5.00,5.00
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,2,2,Bacillariophyta,Ulnaria,5.00,5.00
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,2,2,Chlorophyta,"Unidentified, 2-flagella",5.00,5.00
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,5,5,Cryptophyta,Cryptomonads,12.50,12.50
01184000,"Connecticut River at Thompsonville, CT",10/17/2018,10:50,435,10,0.0093,40.59,0.0002291,0.0093,43.0,1,3,Cyanophyta,Dolichospermum sp.,2.50,7.50
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,19,19,Bacillariophyta,Achnanthes,56.45,56.45
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,4,4,Bacillariophyta,Amphora,11.88,11.88
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,6,6,Bacillariophyta,Cocconeis,17.83,17.83
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,14,14,Bacillariophyta,Cyclotella,41.59,41.59
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,63,63,Bacillariophyta,Eunotia,187.17,187.17
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,8,8,Bacillariophyta,Fragilaria spp.,23.77,23.77
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,13,18,Bacillariophyta,Melosira varian,38.62,53.48
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,5,5,Bacillariophyta,Navicula,14.85,14.85
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,19,19,Bacillariophyta,Stephanodiscus,56.45,56.45
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,1,1,Bacillariophyta,Synedra,2.97,2.97
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,7,7,Bacillariophyta,Ulnaria,20.80,20.80
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,4,16,Chlorophyta,Desmodesmus,11.88,47.53
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,1,16,Chlorophyta,Dictyosphaerium,2.97,47.53
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,17,17,Chlorophyta,Unicells,50.51,50.51
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,2,2,Chlorophyta,"Unidentified, 2-flagella",5.94,5.94
01463500,"Delaware River at Trenton, NJ",6/19/2018,11:00,500,10,0.0068,40.59,0.0001675,0.0068,49.5,1,17,Cyanophyta,Pseudanabaena,2.97,50.51
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,5,5,Bacillariophyta,Achnanthes,11.97,11.97
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,2,2,Bacillariophyta,Amphora,4.79,4.79
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,2,2,Bacillariophyta,Asterionella,4.79,4.79
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,2,2,Bacillariophyta,Cocconeis,4.79,4.79
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,2,2,Bacillariophyta,Cyclotella,4.79,4.79
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,8,8,Bacillariophyta,Eunotia,19.16,19.16
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,5,11,Bacillariophyta,Melosira cf.,11.97,26.34
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,2,3,Bacillariophyta,Melosira varian,4.79,7.18
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,10,10,Bacillariophyta,Navicula,23.95,23.95
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,8,8,Bacillariophyta,Nitzschia,19.16,19.16
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,5,5,Bacillariophyta,Pinnularia,11.97,11.97
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,NM,Bacillariophyta,Tabellaria,2.39,NM
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,3,3,Bacillariophyta,Ulnaria,7.18,7.18
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,1,Chlorophyta,Ankistrodesmus/Monoraphidium/ Selenastrum,2.39,2.39
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,4,Chlorophyta,Desmodesmus,2.39,9.58
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,4,Chlorophyta,Scenedesmus,2.39,9.58
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,1,Chlorophyta,"Unidentified, 2-flagella",2.39,2.39
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,13,Cyanophyta,Microcystis wessenbergii,2.39,31.13
01463500,"Delaware River at Trenton, NJ",7/31/2018,12:00,485,10,0.0087,40.59,0.0002143,0.0087,48.0,1,1,Cyanophyta,Raphidiopsis,2.39,2.39
