Timestamp (PST) DS	Station ID DS	Station Abbrev. DS	BGC ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	PC (mg-C/L) DS lab reported	PC Rmk DS	PN (mg-N/L) DS lab reported	PN Rmk DS	SS mass recovered (g) DS	SSC (mg/L) DS	SSC Rmk DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm DS	Sag 350-400 nm DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	HIX DS	HIX Rmk DS	Water Temp (deg. C) (EXO) DS	Sp Cond (uS/cm) (EXO) DS	Salinity (PSU) (EXO) DS	pH (EXO) DS	DO (mg/L) (EXO) DS	DO (%sat) (EXO) DS	Turb (FNU) (EXO) DS	fCHL (ug/L) (EXO) DS	fDOM (QSU) (EXO) DS
07/18/2023 10:03	7/18/2023-17	17	BGC010851	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.0013	E	0.0234	NA	0.0210	NA	NA	NA	NA	NA	1.86	0.09	1.67	0.68	NA	NA	3.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 10:43	7/18/2023-18	18	BGC010852	NA	NA	NA	NA	NA	NA	NA	0.030	NA	0.0023	E	0.0614	NA	0.0259	NA	NA	NA	NA	NA	2.14	0.16	4.38	0.84	NA	NA	6.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 10:45	11336790	LPS	BGC010782	2.27	NA	2.23	0.74	NA	0.73	NA	0.028	NA	0.0025	E	0.0585	NA	0.0269	NA	0.17	NA	0.0269	NA	2.00	0.18	4.18	0.87	12.14	0.87	6.35	5.78	0.362	NA	0.0530	E	0.0011	5.5	NA	2.3	NA	0.253	NA	0.067	NA	0.0477	NA	0.0093	NA	0.0041	E	0.0028	E	0.0180	0.0184	0.0188	0.0109	NA	0.6957	NA	0.1211	NA	0.374	NA	0.1450	NA	0.3297	NA	0.2057	NA	0.1288	NA	1.485	0.8791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 10:57	7/18/2023-19	19	BGC010853	NA	NA	NA	NA	NA	NA	NA	0.030	NA	0.0032	E	0.0893	NA	0.0312	NA	NA	NA	NA	NA	2.14	0.23	6.38	1.01	NA	NA	8.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:03	7/18/2023-20	20	BGC010854	NA	NA	NA	NA	NA	NA	NA	0.045	NA	0.0047	NA	0.207	NA	0.0794	NA	NA	NA	NA	NA	3.21	0.34	14.77	2.56	NA	NA	18.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:07	7/18/2023-21	21	BGC010855	NA	NA	NA	NA	NA	NA	NA	0.023	E	0.0018	E	0.0914	NA	0.0601	NA	NA	NA	NA	NA	1.64	0.13	6.53	1.94	NA	NA	8.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:12	7/18/2023-22	22	BGC010856	NA	NA	NA	NA	NA	NA	NA	0.027	E	0.0019	E	0.105	NA	0.0602	NA	NA	NA	NA	NA	1.93	0.14	7.50	1.94	NA	NA	9.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:17	7/18/2023-23	23	BGC010857	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0027	E	0.142	NA	0.0655	NA	NA	NA	NA	NA	1.78	0.19	10.10	2.11	NA	NA	12.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:20	11312685	MRH	BGC010783	3.32	NA	1.73	0.69	<	0.46	<	0.011	E	0.0026	E	0.104	NA	0.0733	NA	0.22	NA	0.0724	NA	0.79	0.19	7.42	2.37	15.71	2.34	8.40	7.31	0.314	NA	0.0555	E	0.0001	2.4	<	2.8	NA	0.309	NA	0.091	NA	0.0658	NA	0.0130	NA	0.0056	E	0.0035	E	0.0174	0.0180	0.0191	0.0173	NA	0.8410	NA	0.0089	<	0.455	NA	0.1824	NA	0.4232	NA	0.2744	NA	0.1521	NA	1.491	0.9026	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:34	7/18/2023-24	24	BGC010858	NA	NA	NA	NA	NA	NA	NA	0.043	NA	0.0043	NA	0.219	NA	0.0836	NA	NA	NA	NA	NA	3.07	0.31	15.61	2.70	NA	NA	18.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:40	7/18/2023-25	25	BGC010859	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.0031	E	0.149	NA	0.0699	NA	NA	NA	NA	NA	2.07	0.22	10.65	2.26	NA	NA	12.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 11:43	11312676	MDM	BGC010784	3.28	NA	2.18	0.74	NA	0.51	NA	0.017	E	0.0027	E	0.112	NA	0.0708	NA	0.26	NA	0.0687	NA	1.21	0.19	8.00	2.29	18.56	2.22	9.40	9.16	0.330	NA	0.0617	E	NA	NA	NA	3.1	NA	0.329	NA	0.095	NA	0.0690	NA	0.0136	NA	0.0060	E	0.0038	E	0.0173	0.0180	0.0190	0.0162	NA	0.9526	NA	0.0089	<	0.492	NA	0.1956	NA	0.4499	NA	0.2877	NA	0.1480	NA	1.491	0.9061	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:01	7/18/2023-26	26	BGC010860	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.0021	E	0.107	NA	0.0719	NA	NA	NA	NA	NA	1.43	0.15	7.64	2.32	NA	NA	9.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:06	7/18/2023-27	27	BGC010861	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0023	E	0.113	NA	0.0774	NA	NA	NA	NA	NA	1.78	0.16	8.07	2.50	NA	NA	10.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:27	7/18/2023-28	28	BGC010862	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.0024	E	0.114	NA	0.0676	NA	NA	NA	NA	NA	1.43	0.17	8.15	2.18	NA	NA	9.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:32	7/18/2023-29	29	BGC010863	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.0031	E	0.150	NA	0.0791	NA	NA	NA	NA	NA	1.43	0.22	10.69	2.55	NA	NA	12.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:37	7/18/2023-30	30	BGC010864	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.0014	E	0.0616	NA	0.0597	NA	NA	NA	NA	NA	0.93	0.10	4.40	1.93	NA	NA	5.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:41	11313250	ORCC	BGC010787	14.60	NA	10.60	12.30	NA	7.90	NA	0.024	E	0.0030	E	0.175	NA	0.0481	NA	0.29	NA	0.0446	NA	1.71	0.21	12.49	1.55	20.70	1.44	14.42	6.28	1.26	NA	0.201	NA	0.0033	33.0	NA	2.6	NA	0.264	NA	0.077	NA	0.0563	NA	0.0114	NA	0.0054	E	0.0039	E	0.0172	0.0179	0.0183	0.0111	NA	0.6820	NA	0.0164	E	0.388	NA	0.1518	NA	0.3457	NA	0.2349	NA	0.1256	NA	1.541	0.8952	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 12:56	7/18/2023-31	31	BGC010865	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0025	E	0.116	NA	0.0683	NA	NA	NA	NA	NA	1.07	0.18	8.26	2.20	NA	NA	9.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:00	7/18/2023-32	32	BGC010866	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0020	E	0.0848	NA	0.0696	NA	NA	NA	NA	NA	1.07	0.14	6.05	2.25	NA	NA	7.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:07	7/18/2023-33	33	BGC010867	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0015	E	0.0583	NA	0.0741	NA	NA	NA	NA	NA	1.21	0.11	4.16	2.39	NA	NA	5.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:13	11313325	ORI	BGC010788	3.58	NA	2.07	0.79	NA	0.55	NA	0.017	E	0.0020	E	0.0588	NA	0.0702	NA	0.22	NA	0.0685	NA	1.21	0.14	4.20	2.27	15.71	2.21	5.55	10.15	0.431	NA	0.0736	E	0.0006	3.0	NA	2.8	NA	0.284	NA	0.091	NA	0.0661	NA	0.0133	NA	0.0063	E	0.0046	E	0.0175	0.0179	0.0182	0.0114	NA	0.8122	NA	0.0089	<	0.415	NA	0.1684	NA	0.3842	NA	0.2467	NA	0.1363	NA	1.438	0.9065	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:25	7/18/2023-34	34	BGC010868	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.0011	E	0.0392	NA	0.0704	NA	NA	NA	NA	NA	1.14	0.08	2.80	2.27	NA	NA	4.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:31	7/18/2023-35	35	BGC010869	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0009	<	0.0292	NA	0.0571	NA	NA	NA	NA	NA	1.07	0.03	2.08	1.84	NA	NA	3.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:33	11313405	OBI	BGC010789	3.09	NA	1.82	0.80	NA	0.50	NA	0.014	E	0.0016	E	0.0384	NA	0.0645	NA	0.18	NA	0.0616	NA	1.00	0.11	2.74	2.08	12.85	1.99	3.86	9.00	0.355	NA	0.0549	E	0.0006	3.0	NA	2.9	NA	0.274	NA	0.089	NA	0.0643	NA	0.0130	NA	0.0062	E	0.0045	E	0.0176	0.0179	0.0181	0.0113	NA	0.7809	NA	0.0090	E	0.401	NA	0.1634	NA	0.3774	NA	0.2635	NA	0.1399	NA	1.498	0.8939	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:44	7/18/2023-36	36	BGC010870	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.0009	<	0.0196	NA	0.0498	NA	NA	NA	NA	NA	0.86	0.03	1.40	1.61	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:49	7/18/2023-37	37	BGC010871	NA	NA	NA	NA	NA	NA	NA	0.012	E	0.0010	E	0.0221	NA	0.0588	NA	NA	NA	NA	NA	0.86	0.07	1.58	1.90	NA	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 13:55	380300121344801	ORF	BGC010790	3.09	NA	1.75	0.85	NA	0.46	<	0.011	E	0.0016	E	0.0450	NA	0.0561	NA	0.18	NA	0.0581	NA	0.79	0.11	3.21	1.81	12.85	1.88	4.11	8.74	0.291	NA	0.0518	E	0.0007	3.5	NA	3.1	NA	0.250	NA	0.082	NA	0.0593	NA	0.0118	NA	0.0055	E	0.0040	E	0.0177	0.0182	0.0183	0.0115	NA	0.7281	NA	0.0027	E	0.363	NA	0.1524	NA	0.3530	NA	0.2298	NA	0.1455	NA	1.482	0.8937	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:09	7/18/2023-38	38	BGC010872	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0009	<	0.0296	NA	0.0531	NA	NA	NA	NA	NA	0.71	0.03	2.11	1.71	NA	NA	2.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:14	7/18/2023-39	39	BGC010873	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0011	E	0.0431	NA	0.0462	NA	NA	NA	NA	NA	0.32	0.08	3.08	1.49	NA	NA	3.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:19	7/18/2023-40	40	BGC010874	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0009	<	0.0298	NA	0.0441	NA	NA	NA	NA	NA	0.32	0.03	2.13	1.42	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:24	7/18/2023-41	41	BGC010875	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0010	E	0.0676	NA	0.0462	NA	NA	NA	NA	NA	0.32	0.07	4.83	1.49	NA	NA	5.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:28	7/18/2023-42	42	BGC010876	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0015	E	0.110	NA	0.0462	NA	NA	NA	NA	NA	0.32	0.11	7.82	1.49	NA	NA	8.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:33	7/18/2023-43	43	BGC010877	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0009	<	0.0562	NA	0.0377	NA	NA	NA	NA	NA	0.32	0.03	4.01	1.22	NA	NA	4.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/18/2023 14:36	380640121405701	3MILE	BGC010793	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0017	E	0.0984	NA	0.0512	NA	0.21	NA	0.0489	NA	0.32	0.12	7.02	1.65	14.99	1.58	7.47	7.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 06:53	11455485	TOL	BGC010901	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.0019	E	0.117	NA	0.0530	NA	0.32	NA	0.0530	NA	0.93	0.14	8.35	1.71	22.84	1.71	9.42	13.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:00	7/19/2023-01	01	BGC010933	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0009	<	0.0937	NA	0.0391	NA	NA	NA	NA	NA	0.71	0.03	6.69	1.26	NA	NA	7.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:02	7/19/2023-02	02	BGC010934	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0012	E	0.0937	NA	0.0381	NA	NA	NA	NA	NA	1.00	0.09	6.69	1.23	NA	NA	7.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:04	7/19/2023-03	03	BGC010935	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0018	E	0.107	NA	0.0508	NA	NA	NA	NA	NA	1.29	0.13	7.65	1.64	NA	NA	9.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:06	7/19/2023-04	04	BGC010936	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0017	E	0.0972	NA	0.0517	NA	NA	NA	NA	NA	1.21	0.12	6.94	1.67	NA	NA	8.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:08	7/19/2023-05	05	BGC010937	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0011	E	0.0829	NA	0.0415	NA	NA	NA	NA	NA	1.07	0.08	5.92	1.34	NA	NA	7.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:10	7/19/2023-06	06	BGC010938	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.0015	E	0.107	NA	0.0436	NA	NA	NA	NA	NA	1.14	0.11	7.66	1.41	NA	NA	8.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:14	11455508	CONFL	BGC010890	3.59	NA	2.98	1.94	NA	1.40	NA	0.015	E	0.0013	E	0.0461	NA	0.0357	NA	0.17	NA	0.0337	NA	1.07	0.09	3.29	1.15	12.14	1.09	4.45	7.68	0.722	NA	0.104	NA	0.0030	20.0	NA	2.6	NA	0.237	NA	0.079	NA	0.0578	NA	0.0123	NA	0.0063	E	0.0047	E	0.0171	0.0175	0.0167	0.0104	NA	0.6429	NA	0.0137	E	0.332	NA	0.1402	NA	0.3200	NA	0.2153	NA	0.1258	NA	1.474	0.8834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:30	7/19/2023-07	07	BGC010939	NA	NA	NA	NA	NA	NA	NA	0.016	E	0.0018	E	0.0968	NA	0.0410	NA	NA	NA	NA	NA	1.14	0.13	6.91	1.32	NA	NA	8.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/19/2023 07:32	7/19/2023-08	08	BGC010940	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0015	E	0.101	NA	0.0442	NA	NA	NA	NA	NA	1.07	0.11	7.18	1.43	NA	NA	8.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
