CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	H2O Delta 18O (per mil) (Picarro) SA	H2O Delta 2H (per mil) (Picarro) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A252	38.53043	-121.53051	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.36	98.38	7.51	8.04	92.61	3.97	0.71	12.29	1.63	12.59	22.38	96.5	0.05	0.14	1.04	0.66	0.00	1.83	7.72	56.77	36.11	0.00	-10.95	-78.43	0.75	1.53	6.11	6.86	0.46
A250	38.53214	-121.52761	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.35	98.62	7.51	7.93	91.26	4.02	0.68	11.97	1.63	12.60	22.36	96.7	0.05	0.18	1.07	0.65	0.00	1.91	9.53	55.94	34.23	0.00	-10.94	-78.38	0.75	1.51	5.96	6.71	0.46
A248	38.53334	-121.52428	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.35	98.70	7.50	7.92	91.16	4.00	0.68	11.91	1.63	12.59	22.36	96.8	0.05	0.21	1.07	0.66	0.00	1.95	10.64	55.04	33.88	0.00	-10.94	-78.37	0.75	1.51	5.93	6.68	0.45
A246	38.53462	-121.52092	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.35	98.95	7.50	7.91	91.04	4.07	0.65	11.85	1.66	12.60	22.36	97.1	0.05	0.26	1.07	0.67	0.00	2.04	12.89	52.45	32.71	0.00	-10.93	-78.32	0.75	1.51	5.90	6.66	0.45
A244	38.53624	-121.51796	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.34	99.22	7.50	7.88	90.77	4.15	0.68	11.93	1.70	12.64	22.35	97.3	0.05	0.24	1.07	0.66	0.00	2.05	11.58	52.49	32.20	0.00	-10.93	-78.28	0.75	1.51	5.93	6.68	0.46
A242	38.53828	-121.51531	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.33	99.40	7.50	7.89	90.81	3.96	0.73	12.06	1.70	12.67	22.34	97.4	0.05	0.23	1.07	0.66	0.00	2.05	11.10	52.16	32.05	0.00	-10.92	-78.25	0.75	1.52	6.00	6.75	0.47
A240	38.54059	-121.51319	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.33	99.50	7.49	7.92	91.22	3.71	0.75	12.22	1.71	12.68	22.34	97.5	0.05	0.24	1.06	0.68	0.00	2.08	11.18	51.37	32.70	0.00	-10.92	-78.22	0.75	1.53	6.08	6.83	0.48
A238	38.54315	-121.51144	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.33	99.53	7.49	7.96	91.77	3.55	0.74	12.37	1.71	12.68	22.35	97.5	0.05	0.27	1.05	0.67	0.00	2.11	12.50	50.15	31.90	0.00	-10.91	-78.20	0.75	1.54	6.14	6.89	0.49
A236	38.54596	-121.51152	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.34	99.54	7.49	8.00	92.19	3.46	0.72	12.48	1.70	12.69	22.36	97.5	0.05	0.32	1.02	0.65	0.00	2.11	15.16	48.73	30.70	0.00	-10.90	-78.14	0.75	1.54	6.20	6.94	0.54
A234	38.54876	-121.51252	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.34	99.61	7.49	7.99	91.99	3.52	0.72	12.53	1.71	12.71	22.36	97.7	0.05	0.31	1.01	0.63	0.00	2.09	14.66	48.39	30.06	0.00	-10.89	-78.09	0.75	1.54	6.22	6.97	0.57
A232	38.55155	-121.51351	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.34	99.62	7.49	7.98	91.87	3.53	0.70	12.58	1.72	12.72	22.36	97.6	0.05	0.27	1.01	0.63	0.00	2.07	12.98	48.56	30.46	0.00	-10.89	-78.06	0.75	1.55	6.24	6.99	0.60
A230	38.55437	-121.51437	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.33	99.76	7.49	7.96	91.62	3.58	0.67	12.67	1.73	12.77	22.35	97.8	0.05	0.23	1.02	0.65	0.00	2.06	11.21	47.27	31.76	0.00	-10.87	-77.98	0.75	1.55	6.28	7.03	0.66
A228	38.55716	-121.51539	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.34	99.73	7.49	7.96	91.65	3.51	0.68	12.66	1.72	12.76	22.36	97.7	0.05	0.22	1.02	0.66	0.00	2.04	10.97	39.05	32.54	0.00	-10.87	-77.97	0.75	1.55	6.28	7.03	0.68
A226	38.55979	-121.51689	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.37	99.90	7.49	7.93	91.33	3.59	0.69	12.54	1.72	12.75	22.38	97.9	0.05	0.31	1.02	0.69	0.00	2.11	14.41	33.86	32.66	0.00	-10.86	-77.91	0.75	1.54	6.23	6.97	0.73
A224	38.56168	-121.52002	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.38	100.21	7.49	7.90	91.08	3.72	0.70	12.56	1.74	12.81	22.40	98.4	0.05	0.34	1.03	0.69	0.00	2.14	15.87	40.29	32.03	0.00	-10.85	-77.85	0.75	1.55	6.23	6.99	0.77
A222	38.56452	-121.52099	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.41	100.50	7.49	7.91	91.15	3.74	0.69	12.58	1.79	12.82	22.43	98.8	0.05	0.42	1.03	0.72	0.00	2.24	18.68	45.55	32.04	0.00	-10.84	-77.80	0.75	1.55	6.24	7.00	0.82
A220	38.56726	-121.52036	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.42	100.55	7.49	7.93	91.43	3.67	0.67	12.61	1.81	12.82	22.44	98.8	0.05	0.43	1.02	0.73	0.00	2.26	18.87	44.91	32.25	0.00	-10.84	-77.82	0.75	1.55	6.26	7.01	0.82
A218	38.56950	-121.51801	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.36	99.70	7.49	7.94	91.46	3.57	0.70	12.57	1.82	12.74	22.38	97.7	0.05	0.42	1.01	0.76	0.00	2.28	18.21	41.89	33.49	0.00	-10.87	-77.94	0.75	1.55	6.24	6.99	0.75
A216	38.57168	-121.51559	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.50	0.25	22.32	99.16	7.49	7.95	91.50	3.56	0.72	12.60	1.82	12.73	22.34	97.0	0.05	0.35	1.00	0.79	0.00	2.24	15.48	43.23	35.27	0.00	-10.88	-78.00	0.75	1.55	6.25	7.00	0.72
A214	38.57373	-121.51299	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.49	0.25	22.30	98.83	7.49	7.96	91.57	3.59	0.72	12.61	1.82	12.71	22.32	96.5	0.05	0.28	1.00	0.82	0.00	2.21	12.64	46.51	36.94	0.00	-10.89	-78.08	0.74	1.55	6.26	7.00	0.69
A2973	38.18196	-121.66041	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.85	1.12	24.48	136.80	7.54	8.14	97.60	4.69	1.03	15.28	2.09	15.26	24.53	139.1	0.07	0.94	1.51	0.66	0.00	3.12	31.18	48.68	19.65	0.00	-10.55	-75.89	10.03	1.70	7.51	17.47	1.08
A3068	38.14637	-121.58899	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.20	1.47	24.33	105.19	7.51	8.10	96.79	4.54	0.99	12.21	2.15	11.35	24.38	107.1	0.06	1.28	1.28	0.66	0.00	3.35	38.16	38.16	19.78	0.00	-10.86	-77.68	7.69	1.53	6.07	13.78	0.74
A3057	38.15741	-121.58889	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.91	1.16	24.40	106.34	7.50	8.28	99.19	3.35	1.00	11.91	2.09	11.41	24.45	108.3	0.06	1.24	1.24	0.67	0.00	3.25	38.09	38.21	20.61	0.00	-10.89	-77.85	8.08	1.51	5.93	14.01	0.73
A626	38.16343	-121.61200	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.91	0.55	23.73	109.92	7.44	8.12	95.95	3.91	0.68	12.65	1.74	12.43	23.75	110.6	0.06	0.87	1.16	0.44	0.00	2.50	34.79	46.48	17.47	0.00	-10.84	-78.26	9.46	1.55	6.27	15.73	0.63
A656	38.17548	-121.66326	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	10.10	1.30	24.33	121.58	7.48	7.87	93.98	6.96	0.90	13.20	2.07	12.87	24.37	123.5	0.06	1.08	1.38	0.62	0.00	3.10	35.17	44.40	19.75	0.00	-10.66	-77.09	11.76	1.58	6.54	18.14	1.01
A2972	38.18255	-121.65869	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.99	1.03	24.59	120.98	7.52	8.24	99.05	4.64	0.94	14.79	1.88	14.72	24.65	123.5	0.06	0.92	1.39	0.50	0.00	2.82	33.08	49.14	16.77	0.00	-10.60	-76.04	10.05	1.67	7.28	17.29	1.03
A2951	38.19332	-121.62459	North Delta Tidal Transition Zone	Steamboat Slough	Jul-2022	8.38	1.22	24.52	108.67	7.49	8.45	101.38	4.66	0.80	13.43	1.48	13.82	24.58	111.0	0.06	0.60	1.24	0.36	0.00	2.19	27.61	56.54	16.31	0.00	-11.11	-79.10	9.60	1.60	6.64	16.23	0.67
A543	38.23828	-121.53170	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.24	0.66	23.52	107.39	7.43	8.01	94.39	4.20	0.81	12.70	2.00	12.53	23.55	107.6	0.06	1.03	1.17	0.57	0.00	2.81	36.59	41.70	20.20	0.00	-10.80	-77.74	7.91	1.55	6.30	14.21	0.67
A530	38.24508	-121.51228	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	5.17	0.35	22.94	105.16	7.46	7.86	91.61	21.72	0.74	13.21	2.01	13.48	22.93	104.3	0.06	0.66	1.10	0.63	0.00	2.41	27.44	45.54	26.18	0.00	-10.68	-77.58	5.67	1.58	6.54	12.18	0.58
A528	38.24790	-121.51097	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	4.74	0.30	23.02	104.50	7.48	7.93	92.47	24.66	0.74	13.18	2.01	13.43	23.01	103.8	0.05	0.65	1.14	0.63	0.00	2.43	26.67	47.02	25.86	0.00	-10.69	-77.56	5.06	1.58	6.53	11.58	0.55
A2795	38.29061	-121.62541	North Delta Tidal Transition Zone	Miner Slough	Jul-2022	10.38	1.30	23.54	110.03	7.39	7.96	93.70	2.38	0.85	12.73	1.60	13.02	23.57	110.4	0.06	0.60	1.26	0.39	0.00	2.31	26.18	55.07	17.11	0.00	-11.05	-78.62	11.90	1.56	6.31	18.24	0.69
A459	38.32708	-121.57554	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.63	0.68	23.38	106.88	7.52	8.21	96.42	3.67	0.71	12.65	1.66	13.06	23.39	106.9	0.06	0.71	1.02	0.55	0.00	2.33	30.58	43.73	23.82	0.00	-10.88	-78.46	8.30	1.55	6.27	14.58	0.65
A357	38.43477	-121.51720	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	3.05	0.25	23.01	102.30	7.54	8.21	95.78	3.49	0.62	12.65	1.58	12.74	23.02	101.5	0.05	0.29	0.97	0.61	0.00	1.91	15.33	50.76	32.09	0.00	-10.97	-78.55	3.31	1.55	6.28	9.58	0.46
A312	38.47379	-121.53196	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	0.52	0.25	23.13	97.20	7.63	8.42	98.44	3.35	0.65	12.18	1.47	12.25	23.14	96.8	0.05	0.25	0.97	0.57	0.00	1.80	13.47	53.82	31.65	0.00	-10.98	-78.57	0.78	1.52	6.06	6.84	0.52
A3094	38.12988	-121.58382	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.99	0.53	24.30	109.00	7.48	8.13	97.10	6.68	1.08	12.91	2.06	12.48	24.34	111.0	0.06	0.99	1.29	0.68	0.00	3.00	31.64	43.98	23.15	0.00	-10.67	-77.01	8.51	1.57	6.40	14.90	0.72
A3096	38.13035	-121.58021	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	8.33	0.77	24.23	109.41	7.47	8.00	95.45	4.42	1.04	13.51	2.11	13.18	24.26	111.2	0.06	0.84	1.29	0.71	0.00	2.87	26.76	47.01	25.19	0.00	-10.69	-77.06	9.10	1.60	6.68	15.79	0.72
A3092	38.13012	-121.58739	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.55	0.30	24.33	108.35	7.49	8.22	98.32	6.53	1.11	12.70	2.07	12.10	24.38	110.5	0.06	1.11	1.29	0.67	0.00	3.14	34.24	41.79	21.85	0.00	-10.66	-76.97	7.83	1.55	6.30	14.11	0.72
A3090	38.13213	-121.58989	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.32	0.31	24.37	107.97	7.50	8.22	98.37	7.06	1.13	12.64	2.12	11.74	24.42	110.1	0.06	1.24	1.28	0.70	0.00	3.30	37.38	39.00	21.30	0.00	-10.66	-77.01	7.63	1.55	6.27	13.89	0.74
A3088	38.13432	-121.59233	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.14	0.61	24.36	107.56	7.50	8.11	97.01	8.31	1.13	12.88	2.15	11.81	24.41	109.6	0.06	1.25	1.28	0.73	0.00	3.33	37.69	38.32	22.11	0.00	-10.71	-77.18	7.72	1.56	6.38	14.08	0.75
A3086	38.13647	-121.59480	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.91	0.92	24.35	107.11	7.50	8.10	96.85	8.65	1.12	12.88	2.16	11.80	24.41	109.1	0.06	1.26	1.28	0.74	0.00	3.33	37.86	38.28	22.26	0.00	-10.74	-77.31	7.81	1.56	6.38	14.17	0.75
A3084	38.13889	-121.59672	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.68	1.13	24.35	106.61	7.50	8.09	96.76	7.51	1.08	12.77	2.17	11.69	24.40	108.6	0.06	1.29	1.28	0.72	0.00	3.36	38.46	38.04	21.53	0.00	-10.78	-77.50	7.80	1.56	6.33	14.12	0.76
A3082	38.14147	-121.59841	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.49	1.15	24.34	106.21	7.50	8.09	96.79	7.14	1.04	12.64	2.19	11.59	24.40	108.2	0.06	1.31	1.29	0.72	0.00	3.39	38.60	38.00	21.16	0.00	-10.80	-77.57	7.62	1.55	6.27	13.88	0.76
A3080	38.14389	-121.60035	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.26	1.05	24.35	105.73	7.51	8.13	97.27	11.33	0.98	12.62	2.20	11.61	24.41	107.7	0.06	1.28	1.29	0.73	0.00	3.38	37.93	38.08	21.55	0.00	-10.84	-77.65	7.26	1.55	6.26	13.50	0.76
A3078	38.14664	-121.60071	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.15	1.07	24.35	105.49	7.51	8.22	98.26	12.94	0.96	12.55	2.20	11.62	24.42	107.5	0.06	1.28	1.29	0.74	0.00	3.39	37.80	37.96	21.95	0.00	-10.81	-77.54	7.17	1.55	6.23	13.43	0.76
A3067	38.14692	-121.58749	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.35	1.35	24.33	105.41	7.51	8.11	96.94	3.97	0.99	12.16	2.14	11.35	24.38	107.3	0.06	1.31	1.28	0.61	0.00	3.38	38.93	37.92	18.09	0.00	-10.87	-77.73	7.72	1.52	6.04	13.78	0.74
A3070	38.14845	-121.59124	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.06	1.57	24.34	104.91	7.51	8.09	96.68	5.47	1.01	12.28	2.15	11.37	24.39	106.8	0.06	1.26	1.28	0.72	0.00	3.36	37.59	38.26	21.38	0.00	-10.83	-77.56	7.64	1.53	6.10	13.75	0.74
A3076	38.14915	-121.59892	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.02	1.23	24.35	105.15	7.51	8.30	99.21	11.49	0.99	12.43	2.19	11.55	24.41	107.2	0.06	1.30	1.31	0.74	0.00	3.43	37.85	38.17	21.73	0.00	-10.75	-77.35	7.23	1.54	6.17	13.47	0.76
A3065	38.14960	-121.58690	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.31	1.36	24.34	105.24	7.51	8.10	96.87	3.75	1.01	12.09	2.12	11.35	24.39	107.1	0.06	1.32	1.28	0.62	0.00	3.38	38.92	37.79	18.42	0.00	-10.89	-77.80	7.68	1.52	6.01	13.72	0.73
A3072	38.15085	-121.59314	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.10	1.54	24.35	104.95	7.50	8.15	97.44	6.44	1.03	12.32	2.15	11.39	24.40	106.9	0.06	1.28	1.30	0.73	0.00	3.38	37.76	38.41	21.61	0.00	-10.74	-77.39	7.64	1.53	6.12	13.77	0.74
A3074	38.15131	-121.59649	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	5.97	1.37	24.35	104.94	7.50	8.32	99.43	9.10	1.02	12.34	2.19	11.45	24.40	106.9	0.06	1.32	1.34	0.73	0.00	3.47	38.03	38.61	21.07	0.00	-10.70	-77.22	7.36	1.53	6.13	13.56	0.75
A3063	38.15149	-121.58946	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.27	1.44	24.36	105.13	7.51	8.13	97.28	4.18	1.01	12.10	2.11	11.34	24.41	107.1	0.06	1.28	1.27	0.69	0.00	3.34	38.32	37.93	20.58	0.00	-10.87	-77.74	7.71	1.52	6.02	13.74	0.73
A3061	38.15364	-121.59181	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.39	1.41	24.38	105.31	7.50	8.21	98.23	4.77	0.99	12.14	2.11	11.36	24.43	107.3	0.06	1.28	1.27	0.70	0.00	3.34	38.18	38.21	21.01	0.00	-10.81	-77.57	7.80	1.52	6.04	13.84	0.74
A3059	38.15647	-121.59191	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.84	1.20	24.40	106.18	7.49	8.34	99.87	3.68	0.96	11.93	2.09	11.40	24.46	108.1	0.06	1.25	1.27	0.66	0.00	3.27	37.97	39.00	20.18	0.00	-10.83	-77.71	8.05	1.51	5.94	14.00	0.73
A3056	38.15756	-121.58721	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	6.94	1.12	24.39	106.44	7.50	8.22	98.36	3.25	1.06	11.93	2.09	11.43	24.44	108.4	0.06	1.25	1.22	0.68	0.00	3.26	38.28	37.57	20.75	0.00	-10.93	-77.92	8.08	1.51	5.94	14.01	0.72
A3054	38.16009	-121.58551	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.31	1.11	24.40	107.08	7.49	8.16	97.69	3.69	1.09	12.13	2.11	11.49	24.45	109.1	0.06	1.26	1.22	0.70	0.00	3.27	38.44	37.28	21.50	0.00	-10.87	-77.80	8.51	1.52	6.03	14.54	0.71
A3052	38.16281	-121.58412	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.63	1.14	24.41	107.46	7.49	8.19	98.04	2.82	1.06	12.42	2.08	11.54	24.47	109.5	0.06	1.28	1.21	0.69	0.00	3.28	38.98	36.97	21.13	0.00	-10.86	-77.86	8.83	1.54	6.17	14.95	0.70
A625	38.16355	-121.61014	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.90	0.47	23.75	109.82	7.45	8.12	96.05	3.99	0.69	12.67	1.75	12.40	23.77	110.5	0.06	0.89	1.18	0.43	0.00	2.54	35.17	46.36	17.04	0.00	-10.83	-78.33	9.36	1.55	6.28	15.65	0.63
A628	38.16354	-121.61567	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.05	0.68	23.72	110.12	7.44	8.08	95.56	3.76	0.73	12.55	1.73	12.44	23.73	110.8	0.06	0.84	1.14	0.45	0.00	2.45	34.24	46.37	18.41	0.00	-10.81	-78.01	9.72	1.55	6.23	15.95	0.66
A623	38.16388	-121.60651	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.78	0.33	23.75	109.61	7.45	8.12	96.02	4.22	0.71	12.68	1.77	12.39	23.77	110.3	0.06	0.91	1.18	0.44	0.00	2.57	35.38	46.00	17.07	0.00	-10.82	-78.26	9.10	1.55	6.29	15.39	0.64
A630	38.16419	-121.61924	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.99	0.57	23.62	110.15	7.44	8.04	94.84	4.35	0.73	12.44	1.70	12.59	23.63	110.6	0.06	0.78	1.10	0.46	0.00	2.36	32.69	46.91	19.50	0.00	-10.71	-77.72	9.56	1.54	6.18	15.74	0.70
A621	38.16491	-121.60309	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.58	0.26	23.75	109.33	7.45	8.11	95.96	4.19	0.71	12.65	1.78	12.35	23.77	110.0	0.06	0.91	1.17	0.44	0.00	2.57	35.25	45.55	17.28	0.00	-10.82	-78.03	8.84	1.55	6.28	15.12	0.66
A632	38.16504	-121.62275	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.67	0.39	23.41	109.97	7.44	8.01	94.06	7.95	0.63	12.44	1.63	12.96	23.40	110.0	0.06	0.66	1.05	0.45	0.00	2.18	29.87	48.21	20.69	0.00	-10.65	-77.46	9.06	1.54	6.18	15.23	0.73
A3050	38.16561	-121.58313	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	7.81	1.17	24.42	107.78	7.48	8.23	98.57	2.54	1.01	12.59	2.05	11.54	24.49	109.8	0.06	1.29	1.21	0.69	0.00	3.29	39.31	36.93	20.91	0.00	-10.86	-77.97	9.05	1.55	6.25	15.22	0.69
A634	38.16617	-121.62615	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.53	0.30	23.32	109.89	7.44	8.01	93.91	9.14	0.57	12.50	1.59	13.12	23.31	109.8	0.06	0.59	1.01	0.44	0.00	2.07	28.40	48.97	21.49	0.00	-10.64	-77.36	8.83	1.54	6.20	15.04	0.74
A619	38.16643	-121.59994	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.30	0.25	23.75	108.94	7.45	8.12	96.03	4.20	0.71	12.65	1.79	12.35	23.76	109.6	0.06	0.91	1.15	0.45	0.00	2.56	35.47	44.85	17.72	0.00	-10.78	-77.72	8.55	1.55	6.28	14.83	0.70
A636	38.16783	-121.62913	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.03	0.42	23.47	110.47	7.44	8.07	95.00	8.24	0.56	12.54	1.62	12.95	23.47	110.7	0.06	0.64	1.05	0.44	0.00	2.15	29.41	49.07	20.84	0.00	-10.67	-77.38	9.44	1.54	6.22	15.67	0.74
A3048	38.16830	-121.58182	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	8.33	1.26	24.40	108.54	7.48	8.27	98.99	1.88	0.96	12.85	1.98	11.62	24.47	110.5	0.06	1.30	1.19	0.62	0.00	3.22	40.42	36.95	19.10	0.00	-10.89	-78.30	9.61	1.56	6.37	15.93	0.67
A617	38.16821	-121.59709	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	8.16	0.25	23.76	108.70	7.45	8.13	96.15	4.21	0.74	12.62	1.79	12.34	23.77	109.4	0.06	0.94	1.15	0.46	0.00	2.60	36.16	44.08	17.78	0.00	-10.73	-77.56	8.41	1.55	6.26	14.67	0.73
A638	38.17000	-121.63150	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.07	0.44	23.50	110.59	7.44	8.06	94.98	7.14	0.55	12.52	1.62	12.95	23.50	110.9	0.06	0.64	1.06	0.44	0.00	2.14	29.51	49.31	20.71	0.00	-10.70	-77.46	9.50	1.54	6.22	15.72	0.72
A615	38.17058	-121.59496	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.95	0.25	23.75	108.40	7.46	8.12	96.01	4.21	0.79	12.55	1.80	12.34	23.76	109.1	0.06	0.95	1.14	0.48	0.00	2.62	36.17	43.64	18.32	0.00	-10.69	-77.39	8.20	1.55	6.23	14.43	0.73
A3046	38.17094	-121.58041	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	8.50	1.29	24.39	108.83	7.47	8.27	98.96	1.94	0.93	12.89	1.96	11.64	24.46	110.8	0.06	1.29	1.18	0.57	0.00	3.17	40.75	37.25	17.93	0.00	-10.91	-78.42	9.82	1.56	6.39	16.19	0.66
A640	38.17153	-121.63461	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.16	0.71	23.53	110.89	7.45	8.02	94.50	9.17	0.58	12.52	1.64	12.94	23.53	111.2	0.06	0.65	1.07	0.44	0.00	2.19	29.27	49.21	20.31	0.00	-10.76	-77.60	9.87	1.54	6.21	16.08	0.70
A642	38.17269	-121.63795	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.38	0.91	23.62	111.15	7.45	7.96	93.88	9.75	0.64	12.55	1.68	12.93	23.62	111.7	0.06	0.69	1.10	0.45	0.00	2.27	30.01	48.74	20.06	0.00	-10.77	-77.57	10.29	1.55	6.23	16.52	0.68
A644	38.17280	-121.64157	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.66	1.19	23.68	111.50	7.45	7.99	94.23	8.22	0.68	12.49	1.72	12.75	23.69	112.2	0.06	0.73	1.13	0.46	0.00	2.33	30.69	48.82	20.02	0.00	-10.76	-77.60	10.85	1.54	6.20	17.05	0.67
A646	38.17286	-121.64528	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.52	1.16	23.70	111.40	7.46	8.10	95.61	5.65	0.70	12.51	1.70	12.65	23.71	112.2	0.06	0.74	1.11	0.44	0.00	2.32	31.38	48.60	19.37	0.00	-10.76	-77.77	10.69	1.54	6.21	16.90	0.67
A613	38.17305	-121.59304	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	7.74	0.25	23.74	108.13	7.46	8.09	95.67	4.25	0.82	12.46	1.82	12.33	23.76	108.8	0.06	0.94	1.15	0.50	0.00	2.63	35.57	43.56	19.15	0.00	-10.68	-77.32	7.99	1.54	6.19	14.18	0.73
A648	38.17305	-121.64891	North Delta Tidal Transition Zone	Sacramento River	Jul-2022	9.60	1.10	23.82	111.46	7.46	8.17	96.75	4.73	0.70	12.51	1.72	12.44	23.83	112.5	0.06	0.84	1.13	0.43	0.00	2.43	34.38	47.23	17.62	0.00	-10.78	-77.90	10.72	1.54	6.21	16.92	0.69
A3044	38.17379	-121.58036	North Delta Tidal Transition Zone	Georgiana Slough	Jul-2022	8.86	1.32	24.36	109.33	7.47	8.26	98.83	2.00	0.90	12.98	1.95	11.70	24.43	111.4	0.06	1.28	1.17	0.47	0.00	3.10	41.11	37.71	15.09	0.00	-10.94	-78.42	10.19	1.57	6.43	16.62	0.65
